_CATEGORY_;_NAME_;_DESCRIPTION_;_IMAGE_;_IMAGES_;_ATTRIBUTES_;_DOWNLOADS_;_SKU_;_URL_
Microdos | ME3 Series;ME3-CL;Digital solenoid actuated membrane dosing pump programmable to adjust flow to reach the parameter set for Chlorine in ppm based on the input signal received from a Chlorine probe.;https://www.verderliquids.com/fileadmin/_processed_/e/5/csm_MD-ME3-CL_Front_fadaf59494.png;https://www.verderliquids.com/fileadmin/_processed_/e/5/csm_MD-ME3-CL_Front_fadaf59494.png;"Properties | Max. flow | 24 l/h
Properties | Max. discharge pressure | 18 bar
Properties | Pumphead material | PVDF
Properties | Max. temperature | 65 °C
Properties | Number stroke/min | 150
Properties | Max. drive power | 0.06 kW
Properties | Weight | 3.5 Kg";Microdos_ME3-CL_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Microdos/Datasheets/EN/ME/Microdos_ME3-CL_INT_EN_Datasheet.pdf, Microdos_ME3-CL_INT_EN-FR-IT-ES_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Microdos/Manuals/Microdos_ME3-CL_INT_EN-FR-IT-ES_Manual.pdf, Microdos-ITC-Dosing-Range_INT_EN_Brochure.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Microdos/Brochures/Microdos-ITC-Dosing-Range_INT_EN_Brochure.pdf;me3-cl;https://www.verderliquids.com/int/en/microdos/me3-series/me3-cl
Packo | Mixing technologies;SFP2;High shear pump with open impeller and patented stator for high flow and pressure. The shear is generated between the rotor and an innovative and optimized perforated stator. The shear can be optimized and increased by raising the speed of rotation. Shear rates up to 100.000 s-1 can be achieved at a maximum speed of 3600 rpm.;https://www.verderliquids.com/fileadmin/_processed_/2/4/csm_SFP2-left-sticker_ca09ac666b.png;https://www.verderliquids.com/fileadmin/_processed_/2/4/csm_SFP2-left-sticker_ca09ac666b.png, https://www.verderliquids.com/fileadmin/_processed_/3/6/csm_shear-pump-3_3f415c48fd.png;"Properties | Max. flow | 80 m3/h
Properties | Differential head | 45 m wc
Properties | Max. pressure | Inlet: 10 bar
Properties | Max. shear | 100.000 s-1
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open
Properties | Max. drive power | 22 kW
Properties | Speed | 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single, quench, double
Properties | Available material O-ring | EPDM, FKM, FEP-FKM, FFKM or similar
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (wetted 0.8 μm - impeller 3.2 μm)
Properties | Certificates | 1935/2004 EC. FDA. USP. ATEX";Packo_SFP2-3_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Mixing/Packo_SFP2-3_INT_EN_Datasheet.pdf, PACKO-FOL-ShearMixer-EN-24.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Volumetric_pumps/PACKO-FOL-ShearMixer-EN-24.pdf;sfp2;https://www.verderliquids.com/int/en/packo/mixing-technologies-centrifugal-pumps/sfp2
Packo | Mixing technologies;SFP3;High shear pump with closed impeller and patented stator for high flow and pressure. The shear is generated between the rotor and an innovative and optimized perforated stator. The shear can be optimized and increased by raising the speed of rotation. Shear rates up to 60.000 s-1 can be achieved at a maximum speed of 3600 rpm.;https://www.verderliquids.com/fileadmin/_processed_/2/4/csm_SFP2-left-sticker_ca09ac666b.png;https://www.verderliquids.com/fileadmin/_processed_/2/4/csm_SFP2-left-sticker_ca09ac666b.png, https://www.verderliquids.com/fileadmin/_processed_/3/6/csm_shear-pump-3_3f415c48fd.png, https://www.verderliquids.com/fileadmin/_processed_/a/8/csm_verderinox-shearpump-dispergierpumpe_b1698a5386.gif, https://www.verderliquids.com/fileadmin/_processed_/8/2/csm_Packo-SFP-centrifugal-pump-shear-mixer-pump-02_ad8338d7cf.jpg;"Properties | Max. flow | 200 m3/h
Properties | Differential head | 55 m wc
Properties | Max. pressure | Discharge: 10 bar
Properties | Max. shear | 60.000 s-1
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Closed
Properties | Max. drive power | 45 kW
Properties | Speed | 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single, quench, double
Properties | Available material O-ring | EPDM, FKM, FEP-FKM, FFKM or similar
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (wetted 0.8 μm - impeller 3.2 μm)
Properties | Certificates | 1935/2004 EC. FDA. USP. ATEX";Packo_SFP2-3_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Mixing/Packo_SFP2-3_INT_EN_Datasheet.pdf, PACKO-FOL-ShearMixer-EN-24.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Volumetric_pumps/PACKO-FOL-ShearMixer-EN-24.pdf;sfp3;https://www.verderliquids.com/int/en/packo/mixing-technologies-centrifugal-pumps/sfp3
Packo | Mixing technologies;CM;The CM is a hygienic colloid mill with toothed rotor and stator in electropolished duplex stainless steel. They are used to grind particles in suspension precisely and with reproducible results in an annular gap between the stator and rotor which can be adjusted by changing the axial position of the rotor. The rotor and stator contain 2 milling zones and thanks to the high shear forces between rotor and stator the CM will also mix the fluid.;https://www.verderliquids.com/fileadmin/_processed_/9/6/csm_Packo_CM_0238aea060.png;https://www.verderliquids.com/fileadmin/_processed_/9/6/csm_Packo_CM_0238aea060.png;"Properties | Max. flow | 30 m3/h
Properties | Differential head | 30 m wc
Properties | Max. pressure | Inlet: 10 bar
Properties | Viscosity | 100.000 cP with feed pump
Properties | Max. temperature | 140 °C
Properties | Max. drive power | 45 kW
Properties | Speed | 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L and duplex
Properties | Mechanical seal configuration | Single, bellow, sterile, quench, double
Properties | Available material O-ring | EPDM, FKM, FEP-FKM, FFKM
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, electropolished
Properties | Certificates | 1935/2004 EC. FDA. USP";Packo_CM_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_CM_US_EN_Datasheet.pdf;cm;https://www.verderliquids.com/int/en/packo/mixing-technologies-centrifugal-pumps/cm
Packo | Mixing technologies;Powder Mixer;The Powder Mixer (PM) is a versatile solution for efficiently dissolving and mixing powders, thickeners, emulsifiers, and stabilizers in the dairy, beverage, food, and personal care industries. With a circulation capacity of up to 50 m³/h and a powder intake of up to 3.5 tons per hour, depending on the nature of the powder, the PM offers excellent performance. At the heart of the PM is the advanced SFP2 high shear pump, which is essential to its operation. The mixer features a modular design available in three different versions, allowing customization to meet specific needs. The hygienic design principles of the SFP2 pump extend throughout the PM, with attention to details such as minimal horizontal surfaces and a fully drainable frame for optimal cleanliness and ease of maintenance. A key advantage of the SFP2 is its unique self-pumping capability, eliminating the need for a separate feed pump. This results in lower energy consumption and reduced maintenance, enhancing overall efficiency.;https://www.verderliquids.com/fileadmin/_processed_/8/1/csm_Powder_Mixer_w_wheels_5ca8c94c09.png;https://www.verderliquids.com/fileadmin/_processed_/8/1/csm_Powder_Mixer_w_wheels_5ca8c94c09.png;"Properties | Max. flow | 50 m3/h
Properties | Differential head | 45 m wc
Properties | Max. pressure | Inlet: 10 bar
Properties | Max. shear | 100.000 s-1
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C";;powder-mixer;https://www.verderliquids.com/int/en/packo/mixing-technologies-centrifugal-pumps/powder-mixer
ITC | Multifertic;Multifertic Diaphragm;MULTIFERTIC diaphragm dosing pumps are heavy duty, high precission electric pumps made up of one driving module and 1 to 4 injection modules.Is manufactured with materials that can resist the existing agrochemical products, even acids.;https://www.verderliquids.com/fileadmin/_processed_/9/5/csm_MF_membrane_0471ec69e5.png;https://www.verderliquids.com/fileadmin/_processed_/9/5/csm_MF_membrane_0471ec69e5.png;"Properties | Max. flow | 300 l/h
Properties | Max. discharge pressure | 10 bar
Properties | Pumphead materials | PP / PVDF / AISI316
Properties | Max. drive power | 0.37 kW
Properties | Weight | 12-19.5 Kg
Properties | Max. temperature | 45 °C";ITC_Multifertic_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Datasheets/ITC_Multifertic_INT_EN_Datasheet.pdf, ITC_Multifertic_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_INT_EN_Manual.pdf, ITC_Multifertic_MFDModule_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_MFDModule_INT_EN_Manual.pdf, ITC_Multifertic_EN_ES_FR_Brochure.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Brochures/ITC_Multifertic_EN_ES_FR_Brochure.pdf;multifertic-diaphragm;https://www.verderliquids.com/int/en/itc/multifertic/multifertic-diaphragm
ITC | Multifertic;Multifertic Piston;MULTIFERTIC Piston dosing pumps are heavy duty, high precission electric pumps made up of one driving module and 1 to 4 injection modules.Is manufactured with materials that can resist the existing agrochemical products, even acids.;https://www.verderliquids.com/fileadmin/_processed_/c/3/csm_MF_piston_60c3b31b78.png;https://www.verderliquids.com/fileadmin/_processed_/c/3/csm_MF_piston_60c3b31b78.png;"Properties | Max. flow | 500 l/h
Properties | Max. discharge pressure | 15 bar
Properties | Pumphead materials | PP / PVDF / AISI316
Properties | Max. drive power | 0.37 kW
Properties | Weight | 12-19.5 Kg
Properties | Max. temperature | 45 °C";ITC_Multifertic_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Datasheets/ITC_Multifertic_INT_EN_Datasheet.pdf, ITC_Multifertic_EN_ES_FR_Brochure.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Brochures/ITC_Multifertic_EN_ES_FR_Brochure.pdf, ITC_Multifertic_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_INT_EN_Manual.pdf, ITC_Multifertic_MFDModule_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_MFDModule_INT_EN_Manual.pdf;multifetic-piston;https://www.verderliquids.com/int/en/itc/multifertic/multifetic-piston
ITC | Multifertic;Multifertic Diaphragm 12/24 VDC;MULTIFERTIC diaphragm dosing pumps are heavy duty, high precission electric pumps made up of one driving module and 1 to 4 injection modules.Is manufactured with materials that can resist the existing agrochemical products, even acids.;https://www.verderliquids.com/fileadmin/_processed_/e/1/csm_MULTIFERTICVDC-DIAPHRAGM_WEB_93208c0c3c.jpg;https://www.verderliquids.com/fileadmin/_processed_/e/1/csm_MULTIFERTICVDC-DIAPHRAGM_WEB_93208c0c3c.jpg;"Properties | Max. flow | 300 l/h
Properties | Max. discharge pressure | 10 bar
Properties | Pumphead materials | PP / PVDF / AISI316
Properties | Max. drive power | 130/300 W
Properties | Weight | 12-19.5 Kg
Properties | Max. temperature | 45 °C";ITC_Multifertic_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Datasheets/ITC_Multifertic_INT_EN_Datasheet.pdf, ITC_Multifertic_EN_ES_FR_Brochure.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Brochures/ITC_Multifertic_EN_ES_FR_Brochure.pdf, ITC_Multifertic_12_24Vdc_EN_ES_FR_IT_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_12_24Vdc_EN_ES_FR_IT_Manual.pdf, ITC_Multifertic_MFDModule_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_MFDModule_INT_EN_Manual.pdf;24-vdc;https://www.verderliquids.com/int/en/itc/multifertic/multifertic-diaphragm-12/24-vdc
ITC | Multifertic;Multifertic Piston 12/24 VDC;MULTIFERTIC Piston dosing pumps are heavy duty, high precission electric pumps made up of one driving module and 1 to 4 injection modules.Is manufactured with materials that can resist the existing agrochemical products, even acids.;https://www.verderliquids.com/fileadmin/_processed_/9/b/csm_MULTIFERTICVDC-PISTON_WEB_b09ef106c9.jpg;https://www.verderliquids.com/fileadmin/_processed_/9/b/csm_MULTIFERTICVDC-PISTON_WEB_b09ef106c9.jpg;"Properties | Max. flow | 300 l/h
Properties | Max. discharge pressure | 15 bar
Properties | Pumphead materials | PP / PVDF / AISI316
Properties | Max. drive power | 130/300 W
Properties | Weight | 12-19.5 Kg
Properties | Max. temperature | 45 °C";ITC_Multifertic_INT_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Datasheets/ITC_Multifertic_INT_EN_Datasheet.pdf, ITC_Multifertic_EN_ES_FR_Brochure.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Brochures/ITC_Multifertic_EN_ES_FR_Brochure.pdf, ITC_Multifertic_12_24Vdc_EN_ES_FR_IT_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_12_24Vdc_EN_ES_FR_IT_Manual.pdf, ITC_Multifertic_MFDModule_INT_EN_Manual.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/ITC/Documents_EN/Manuals/ITC_Multifertic_MFDModule_INT_EN_Manual.pdf;24-vdc;https://www.verderliquids.com/int/en/itc/multifertic/multifertic-piston-12/24-vdc
Packo | Pharmaceutical pump series;PHP2;The Packo 3A certified pharmaceutical process pumps of the PHP2 series are used for the most demanding sterile applications in the pharmaceutical, biotech and semi-conductor industry. These perfectly cleanable pumps have stainless steel 316L pump casings constructed in thick cold rolled plate, 100% non porous and extremely smooth. The pumps have fully machined open impellers constructed in 1.4435 material. Thanks to its crevice-free design and electropolishing as a final surface treatment, the PHP2 pump series are perfectly cleanable, resulting in a reliable component into your production process.;https://www.verderliquids.com/fileadmin/_processed_/b/c/csm_PA_PHP2_bfef1fafdb.png;https://www.verderliquids.com/fileadmin/_processed_/b/c/csm_PA_PHP2_bfef1fafdb.png, https://www.verderliquids.com/fileadmin/_processed_/1/1/csm_Packo-PHP2-centrifugal-pump-02_9ca08d6e52.jpg;"Properties | Max. flow | 110 m3/h
Properties | Differential head | 110 m wc
Properties | Max. Inlet pressure | 13 bar
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open
Properties | Max. free passage | 22 mm
Properties | Max. drive power | 45 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L for casing and backplate, 1.4435 for the impellers, duplex 1.4462 for metallic parts of the seal and impeller screw
Properties | Available materials O-ring | EPDM, FKM, FEP-FKM, FFKM, Silicone
Properties | Mechanical seal configuration | Single, quench, double
Properties | Connections | Sterile connections
Properties | Surface finish | Pharmaceutical quality, roughness value < 0,4 µm for wetted parts, electropolished and fully certified.
Properties | Certificates | 3A. 1935/2004 EC. FDA. USP. ATEX. EAC";Packo_PHP2_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_PHP2_US_EN_Datasheet.pdf, Packo_Pharma_Brochure_EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Brochures/Packo_Pharma_Brochure_EN.pdf;php2;https://www.verderliquids.com/int/en/packo/pharmaceutical-pump-series-centrifugal-pumps/php2
Packo | Pharmaceutical pump series;PRP2;The pumps of the PRP2 series are perfectly cleanable 3A certified air handling pumps and are mainly used to pump a mixture of liquid and air. These perfectly cleanable pumps have stainless steel 316L pump casings constructed in thick cold rolled plate, 100% non porous and extremely smooth. The pumps have fully machined open impellers constructed in 1.4435 material. Thanks to its crevice-free design and electropolishing as a final surface treatment, the PRP2 pump series are perfectly cleanable, resulting in a reliable component into your production process.;https://www.verderliquids.com/fileadmin/_processed_/7/8/csm_CRP_right-sticker_b127b7d042.png;https://www.verderliquids.com/fileadmin/_processed_/7/8/csm_CRP_right-sticker_b127b7d042.png, https://www.verderliquids.com/fileadmin/_processed_/e/2/csm_Packo-PRP2-centrifugal-pump-02_6e70eacd79.jpg;"Properties | Max. flow | 80 m3/h
Properties | Differential head | 75 m wc
Properties | Max. Inlet pressure | 13 bar
Properties | Viscosity | 10 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open
Properties | Max. free passage | 22 mm
Properties | Max. drive power | 22 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L for casing and backplate, 1.4435 for the impellers, duplex 1.4462 for metallic parts of the seal and impeller screw
Properties | Available materials O-ring | EPDM, FKM, FEP-FKM, FFKM, Silicone
Properties | Mechanical seal configuration | Single, quench, double
Properties | Connections | Sterile connections
Properties | Surface finish | Pharmaceutical quality, roughness value < 0,4 µm for wetted parts, electropolished and fully certified.
Properties | Certificates | 3A. 1935/2004 EC. FDA. USP. ATEX. EAC";Packo_PRP2_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_PRP2_US_EN_Datasheet.pdf, Packo_Pharma_Brochure_EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Brochures/Packo_Pharma_Brochure_EN.pdf;prp2;https://www.verderliquids.com/int/en/packo/pharmaceutical-pump-series-centrifugal-pumps/prp2
Packo | Sanitary Pump Series;FP60;These low cost pumps have stainless steel 316L pump casings constructed in cold rolled plate, 100% non-porous and extremely smooth. The pumps have open investment cast impellers in 316L. Thanks to its crevice-free design and electropolishing as a final surface treatment, the FP60 pump series are a reliable component for your food production process.;https://www.verderliquids.com/fileadmin/_processed_/5/3/csm_FP60-right-sticker_c8196371b1.png;https://www.verderliquids.com/fileadmin/_processed_/5/3/csm_FP60-right-sticker_c8196371b1.png, https://www.verderliquids.com/fileadmin/_processed_/a/3/csm_Packo-FP60-centrifugal-pump-02_4cbf1a7d40.jpg, https://www.verderliquids.com/fileadmin/_processed_/5/e/csm_Packo-FP60-centrifugal-pump-03_5cb075db18.jpg;"Properties | Max. flow | 40 m3/h
Properties | Differential head | 27 m wc
Properties | Max. Inlet pressure | 3 bar
Properties | Viscosity | 500 cP
Properties | Max. temperature | 95 °C
Properties | Impeller type | Open
Properties | Max. free passage | 15 mm
Properties | Max. drive power | 2.2 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single, quench
Properties | Available material O-ring | EPDM, FKM
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (casing 0.8 μm - impeller 3.2 μm)
Properties | Certificates | 1935/2004 EC. MEI. ATEX. FDA. EAC";Packo_FP60_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_FP60_US_EN_Datasheet.pdf, PACKO-FOOD-BROCHURE-EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/PACKO-FOOD-BROCHURE-EN.pdf;fp60;https://www.verderliquids.com/int/en/packo/sanitary-pump-series-centrifugal-pumps/fp60
Packo | Sanitary Pump Series;FP1;The Packo stainless steel centrifugal pumps of the FP1 series are the best “value for money” food grade pumps, mainly used for pumping clean and slightly contaminated liquids. This series achieves an overall high efficiency, leading to a lower energy consumption for your production process. Thanks to its modular concept it also guarantees an easy maintenance.;https://www.verderliquids.com/fileadmin/_processed_/7/8/csm_FP1-right-sticker_c04f973c3a.png;https://www.verderliquids.com/fileadmin/_processed_/7/8/csm_FP1-right-sticker_c04f973c3a.png, https://www.verderliquids.com/fileadmin/_processed_/0/e/csm_Packo-FP1-centrifugal-pump-02_0734f6639b.jpg, https://www.verderliquids.com/fileadmin/_processed_/e/2/csm_Packo-FP1-centrifugal-pump-03_44c7da7f14.jpg;"Properties | Max. flow | 70 m3/h
Properties | Differential head | 37 m wc
Properties | Max. Inlet pressure | 6 bar
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open or semi open
Properties | Max. free passage | 18 mm
Properties | Max. drive power | 5.5 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single
Properties | Available material O-ring | EPDM, FKM, FEP, FFKM
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (casing 0.8 μm - impeller 3.2 μm)
Properties | Certificates | 1935/2004 EC. MEI. ATEX. FDA. EAC";Packo_FP1_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_FP1_US_EN_Datasheet.pdf, PACKO-FOOD-BROCHURE-EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Brochures/PACKO-FOOD-BROCHURE-EN.pdf;fp1;https://www.verderliquids.com/int/en/packo/sanitary-pump-series-centrifugal-pumps/fp1
Packo | Sanitary Pump Series;FP2;These pumps have stainless steel 316L pump casings constructed in thick cold rolled plate, 100% non-porous and extremely smooth. The pumps have open investment cast impellers, constructed in 316L or duplex materials. Thanks to its crevice-free design and electropolishing as a final surface treatment, the FP2 pump series are perfectly cleanable, resulting in a reliable component for your food production process.;https://www.verderliquids.com/fileadmin/_processed_/5/c/csm_FP2-right-sticker_e8465a8726.png;https://www.verderliquids.com/fileadmin/_processed_/5/c/csm_FP2-right-sticker_e8465a8726.png, https://www.verderliquids.com/fileadmin/_processed_/2/4/csm_Packo-FP2-centrifugal-pump-02_c32a426fba.jpg, https://www.verderliquids.com/fileadmin/_processed_/3/4/csm_Packo-FP2-centrifugal-pump-03_b2684aaee8.jpg;"Properties | Max. flow | 110 m3/h
Properties | Differential head | 220 m wc
Properties | Max. Inlet pressure | depending on pump type up to 20 bar
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open
Properties | Max. free passage | 22 mm
Properties | Max. drive power | 90 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single bellow, sterile, quench, double
Properties | Available material O-ring | EPDM, FKM, FEP-FKM, FFKM, Silicone
Properties | Connections | Hygienic fittings
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (casing 0.8 μm - impeller 3.2 μm)
Properties | Certificates | 1935/2004 EC. FDA. USP. ATEX. MEI. EAC";Packo_FP2_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_FP2_US_EN_Datasheet.pdf, PACKO-FOOD-BROCHURE-EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Brochures/PACKO-FOOD-BROCHURE-EN.pdf;fp2;https://www.verderliquids.com/int/en/packo/sanitary-pump-series-centrifugal-pumps/fp2
Packo | Sanitary Pump Series;FP2+;These 3A certified pumps have stainless steel 316L pump casings constructed in thick cold rolled plate, 100% non-porous and extremely smooth. The pumps have open investment cast impellers, constructed in 316L or duplex materials.Thanks to its crevice-free design and electropolishing as a final surface treatment, the FP2+ pump series are perfectly cleanable, resulting in a reliable component for your production process.;https://www.verderliquids.com/fileadmin/_processed_/8/b/csm_PHP2-FP2_right-sticker_d165fe0e83.png;https://www.verderliquids.com/fileadmin/_processed_/8/b/csm_PHP2-FP2_right-sticker_d165fe0e83.png, https://www.verderliquids.com/fileadmin/_processed_/5/0/csm_Packo-FP2_-centrifugal-pump-03_4bf62b0449.jpg;"Properties | Max. flow | 110 m3/h
Properties | Differential head | 110 m wc
Properties | Max. Inlet pressure | depending on pump type up to 20 bar
Properties | Viscosity | 1000 cP
Properties | Max. temperature | 140 °C
Properties | Impeller type | Open
Properties | Max. free passage | 22 mm
Properties | Max. drive power | 45 kW
Properties | Speed | 3000 / 3600 rpm
Properties | Available frequency | 50 / 60 Hz
Properties | Materials wetted parts | Stainless steel 316L or similar
Properties | Mechanical seal configuration | Single sterile, quench, double
Properties | Available material O-ring | EPDM, FKM, FEP-FKM, FFKM, Silicone
Properties | Connections | 3A approved sanitary fittings only
Properties | Surface finish | Hygienic quality, internal welds hand polished + electropolished (wetted parts 0.8 μm)
Properties | Certificates | 3A. 1935/2004 EC. FDA. USP. ATEX. MEI. EAC";Packo_FP2-Plus_US_EN_Datasheet.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Datasheets/Imperial_Datasheets/Packo_FP2-Plus_US_EN_Datasheet.pdf, PACKO-FOOD-BROCHURE-EN.pdf | https://www.verderliquids.com/fileadmin/user_upload/Website_documents_2016/Packo/Downloads_Page/Brochures/PACKO-FOOD-BROCHURE-EN.pdf;fp2-plus;https://www.verderliquids.com/int/en/packo/sanitary-pump-series-centrifugal-pumps/fp2-plus
